2.239534514956176281e-04,2.406863204669207335e-04,2.618969010654836893e-04,2.578314160928130150e-04,2.504263829905539751e-04,2.593109675217419863e-04,3.033324028365314007e-04,4.150485037826001644e-04,6.175193702802062035e-04,8.896953077055513859e-04,1.234881463460624218e-03,1.664074370637536049e-03,2.239548368379473686e-03,3.248923225328326225e-03,4.853283520787954330e-03,9.052749723196029663e-03,1.666541770100593567e-02,4.230905696749687195e-02,2.048523128032684326e-01,7.101601958274841309e-01
2.435679052723571658e-04,2.647250075824558735e-04,2.733251603785902262e-04,2.637496800161898136e-04,2.537808322813361883e-04,2.681047772057354450e-04,3.329904284328222275e-04,4.685628518927842379e-04,6.727595464326441288e-04,9.471026714891195297e-04,1.283148652873933315e-03,1.696143765002489090e-03,2.317544538527727127e-03,3.113500541076064110e-03,5.245811305940151215e-03,9.207286871969699860e-03,1.717914082109928131e-02,4.366277530789375305e-02,2.096489220857620239e-01,7.026570439338684082e-01
2.255379949929192662e-04,2.426151040708646178e-04,2.544666931498795748e-04,2.497565292287617922e-04,2.453075139783322811e-04,2.659151505213230848e-04,3.207105619367212057e-04,4.164858255535364151e-04,5.767513066530227661e-04,8.016322390176355839e-04,1.089073135517537594e-03,1.497088582254946232e-03,1.934979809448122978e-03,2.978808479383587837e-03,4.675759468227624893e-03,8.243110030889511108e-03,1.529818028211593628e-02,3.921768441796302795e-02,1.933381855487823486e-01,7.281279563903808594e-01
2.309295960003510118e-04,2.510586928110569715e-04,2.652441617101430893e-04,2.635888231452554464e-04,2.643936895765364170e-04,2.805176773108541965e-04,3.189960261806845665e-04,4.086080298293381929e-04,5.589536158367991447e-04,7.709554629400372505e-04,1.076641376130282879e-03,1.392130041494965553e-03,2.064344240352511406e-03,2.922788262367248535e-03,4.669355228543281555e-03,8.215741254389286041e-03,1.524355728179216385e-02,3.924823552370071411e-02,2.151125073432922363e-01,7.064414620399475098e-01
2.483088755980134010e-04,2.703038335312157869e-04,2.887209993787109852e-04,2.885435533244162798e-04,2.840097295120358467e-04,2.863184781745076180e-04,3.267558640800416470e-04,4.165467980783432722e-04,5.637003923766314983e-04,7.924580713734030724e-04,1.035820809192955494e-03,1.527365995571017265e-03,2.066962653771042824e-03,3.012914676219224930e-03,4.862159490585327148e-03,8.616826497018337250e-03,1.569563150405883789e-02,4.413360357284545898e-02,2.141671329736709595e-01,7.011158466339111328e-01
2.698084572330117226e-04,2.987282059621065855e-04,3.157176251988857985e-04,3.124647773802280426e-04,2.931053750216960907e-04,2.989382483065128326e-04,3.417384286876767874e-04,4.314309626352041960e-04,5.922529380768537521e-04,7.772676763124763966e-04,1.150163239799439907e-03,1.539892982691526413e-03,2.145437756553292274e-03,3.160351421684026718e-03,5.170645657926797867e-03,9.016910567879676819e-03,1.773234084248542786e-02,4.419264569878578186e-02,2.096264213323593140e-01,7.023338675498962402e-01
2.948401088360697031e-04,3.188405826222151518e-04,3.370231715962290764e-04,3.185820824000984430e-04,3.029677318409085274e-04,3.115069412160664797e-04,3.549457178451120853e-04,4.549828299786895514e-04,5.830909940414130688e-04,8.586234180256724358e-04,1.149245654232800007e-03,1.581431715749204159e-03,2.217578468844294548e-03,3.305764403194189072e-03,5.334370769560337067e-03,1.010874379426240921e-02,1.775385811924934387e-02,4.330797493457794189e-02,2.068933397531509399e-01,7.042122483253479004e-01
3.086832584813237190e-04,3.352636413183063269e-04,3.382939321454614401e-04,3.217505873180925846e-04,3.090299433097243309e-04,3.194407036062330008e-04,3.725075221154838800e-04,4.491392173804342747e-04,6.395455566234886646e-04,8.476069779135286808e-04,1.163746928796172142e-03,1.603994751349091530e-03,2.264758106321096420e-03,3.320646006613969803e-03,5.818818230181932449e-03,9.866731241345405579e-03,1.713376119732856750e-02,4.252737760543823242e-02,2.065360695123672485e-01,7.055228948593139648e-01
3.045231860596686602e-04,3.187974507454782724e-04,3.231026057619601488e-04,3.108929377049207687e-04,3.020460426341742277e-04,3.206831461284309626e-04,3.546231600921601057e-04,4.702883888967335224e-04,5.978248082101345062e-04,8.122965227812528610e-04,1.116158091463148594e-03,1.548619358800351620e-03,2.148610074073076248e-03,3.408802207559347153e-03,5.374705418944358826e-03,9.060444310307502747e-03,1.614092849195003510e-02,4.124974831938743591e-02,2.052654027938842773e-01,7.105716466903686523e-01
3.033872344531118870e-04,3.182419459335505962e-04,3.229349385946989059e-04,3.130156837869435549e-04,3.125449875369668007e-04,3.190636634826660156e-04,3.872514935210347176e-04,4.581849207170307636e-04,6.003968883305788040e-04,8.153522503562271595e-04,1.123734051361680031e-03,1.524016726762056351e-03,2.268916461616754532e-03,3.237081225961446762e-03,5.046445876359939575e-03,8.669523522257804871e-03,1.572760194540023804e-02,4.091024026274681091e-02,2.090087085962295532e-01,7.083333134651184082e-01
3.069636877626180649e-04,3.206839028280228376e-04,3.257488424424082041e-04,3.220727376174181700e-04,3.108732053078711033e-04,3.457811835687607527e-04,3.752184566110372543e-04,4.619385290425270796e-04,6.077759317122399807e-04,8.286873344331979752e-04,1.114270300604403019e-03,1.612120075151324272e-03,2.152508823201060295e-03,3.010474378243088722e-03,4.738471936434507370e-03,8.243981748819351196e-03,1.510906219482421875e-02,3.919335454702377319e-02,1.942340433597564697e-01,7.263859510421752930e-01
2.935512748081237078e-04,3.064771299250423908e-04,3.156817983835935593e-04,3.044176555704325438e-04,3.173767763655632734e-04,3.160842461511492729e-04,3.576645394787192345e-04,4.421380290295928717e-04,5.835960619151592255e-04,7.754837279208004475e-04,1.108507160097360611e-03,1.438346575014293194e-03,1.879128627479076385e-03,2.648222493007779121e-03,4.206185694783926010e-03,7.409330923110246658e-03,1.375641860067844391e-02,3.401130065321922302e-02,1.799545139074325562e-01,7.495755553245544434e-01
1.239082339452579618e-04,1.303356111748144031e-04,1.324426411883905530e-04,1.363860501442104578e-04,1.280228025279939175e-04,1.326416095253080130e-04,1.503431994933634996e-04,1.858721079770475626e-04,2.381456724833697081e-04,3.334766952320933342e-04,4.230276099406182766e-04,5.261489422991871834e-04,6.682162056677043438e-04,8.898162632249295712e-04,1.292935805395245552e-03,2.079034224152565002e-03,3.378107212483882904e-03,7.760578766465187073e-03,5.491947010159492493e-02,9.263710975646972656e-01
8.455554052488878369e-05,8.870137389749288559e-05,9.499991574557498097e-05,8.931543561629951000e-05,8.676981815369799733e-05,9.003354352898895741e-05,1.021698553813621402e-04,1.231288770213723183e-04,1.671349018579348922e-04,2.099626581184566021e-04,2.593654498923569918e-04,3.234998730476945639e-04,4.121163510717451572e-04,5.470205796882510185e-04,7.818051381036639214e-04,1.159571460448205471e-03,1.895154011435806751e-03,5.128968972712755203e-03,1.079406663775444031e-01,8.804149627685546875e-01
6.125755317043513060e-05,6.695604679407551885e-05,6.696971104247495532e-05,6.467496132245287299e-05,6.293358455877751112e-05,6.531437975354492664e-05,7.226665184134617448e-05,9.226162364939227700e-05,1.128229923779144883e-04,1.384455099469050765e-04,1.721628796076402068e-04,2.168103965232148767e-04,2.786065160762518644e-04,3.717899089679121971e-04,5.094197113066911697e-04,7.860462646931409836e-04,1.350195496343076229e-03,9.687946178019046783e-03,1.112548187375068665e-01,8.745684027671813965e-01
4.677519609685987234e-05,4.827086013392545283e-05,4.886991155217401683e-05,4.724728569271974266e-05,4.608260860550217330e-05,4.684237865149043500e-05,5.500091720023192465e-05,6.368072354234755039e-05,7.625015859957784414e-05,9.429404599359259009e-05,1.186779918498359621e-04,1.515451294835656881e-04,1.979820663109421730e-04,2.592029341030865908e-04,3.859977005049586296e-04,6.331668701022863388e-04,2.815708518028259277e-03,1.689515449106693268e-02,1.978778839111328125e-01,7.800912857055664062e-01
