Date,Open_VEDL,High_VEDL,Low_VEDL,Close_VEDL,Adj Close_VEDL,Volume_VEDL,Open_NiftyMetal,High_NiftyMetal,Low_NiftyMetal,Close_NiftyMetal,Adj Close_NiftyMetal,Volume_NiftyMetal,GDP_Growth_Rate,Inflation_Rate,News Sentiment
2019-01-23,191.5,195.0,190.6000061035156,192.8000030517578,84.1987075805664,7523951.0,2881.300048828125,2921.199951171875,2877.35009765625,2896.89990234375,2896.89990234375,560200.0,5.8,2.0,-0.9712907262146472
2019-01-24,192.8999938964844,195.4499969482422,191.3000030517578,193.5,84.5044174194336,6195845.0,2899.949951171875,2902.10009765625,2864.14990234375,2893.5,2893.5,436200.0,5.8,2.0,-0.9999610527556796
2019-01-25,195.1000061035156,196.3999938964844,192.5500030517578,194.6999969482422,85.02845764160156,6437316.0,2905.949951171875,2921.60009765625,2846.949951171875,2857.550048828125,2857.550048828125,517000.0,5.8,2.0,-0.9841448857378056
2019-01-26,195.1000061035156,196.3999938964844,192.5500030517578,194.6999969482422,85.02845764160156,6437316.0,2905.949951171875,2921.60009765625,2846.949951171875,2857.550048828125,2857.550048828125,517000.0,5.8,2.0,-0.9841448857378056
2019-01-27,195.1000061035156,196.3999938964844,192.5500030517578,194.6999969482422,85.02845764160156,6437316.0,2905.949951171875,2921.60009765625,2846.949951171875,2857.550048828125,2857.550048828125,517000.0,5.8,2.0,-0.9999494477015104
2019-01-28,195.0,195.0,191.0,191.5,83.63099670410156,6045200.0,2859.199951171875,2862.199951171875,2802.35009765625,2827.14990234375,2827.14990234375,547400.0,5.8,2.0,-0.9987826738333752
2019-01-29,191.5,193.8500061035156,189.3999938964844,192.6499938964844,84.13319396972656,6230069.0,2823.75,2846.35009765625,2803.75,2828.35009765625,2828.35009765625,488100.0,5.8,2.0,-0.9961947239935398
2019-01-30,192.8999938964844,196.4499969482422,192.1499938964844,194.1000061035156,84.76644897460938,10015876.0,2835.050048828125,2892.35009765625,2830.800048828125,2882.050048828125,2882.050048828125,762400.0,5.8,2.0,0.9999784239316796
2019-01-31,195.5,198.25,193.8000030517578,197.3500061035156,86.18577575683594,13404228.0,2899.85009765625,2920.35009765625,2875.60009765625,2915.85009765625,2915.85009765625,1064800.0,5.8,2.0,0.9999784239316796
2019-02-01,179.64999389648438,180.0,158.14999389648438,162.14999389648438,70.8133773803711,98562137.0,2867.89990234375,2867.89990234375,2777.300048828125,2815.64990234375,2815.64990234375,1635600.0,5.7,2.1,0.989622303750366
2019-02-02,179.64999389648438,180.0,158.14999389648438,162.14999389648438,70.8133773803711,98562137.0,2867.89990234375,2867.89990234375,2777.300048828125,2815.64990234375,2815.64990234375,1635600.0,5.7,2.1,0.9999946287618968
2019-02-03,179.64999389648438,180.0,158.14999389648438,162.14999389648438,70.8133773803711,98562137.0,2867.89990234375,2867.89990234375,2777.300048828125,2815.64990234375,2815.64990234375,1635600.0,5.7,2.1,0.9999946287618968
2019-02-04,162.8000030517578,165.0,156.5,161.35000610351562,70.46401977539062,24578563.0,2814.300048828125,2815.89990234375,2737.25,2794.449951171875,2794.449951171875,830400.0,5.7,2.1,-1.167326604267771e-06
2019-02-05,159.3000030517578,164.5,157.25,162.60000610351562,71.00991821289062,14352577.0,2791.75,2806.60009765625,2749.25,2768.300048828125,2768.300048828125,615700.0,5.7,2.1,-1.167326604267771e-06
2019-02-06,163.35000610351562,165.0,157.75,163.75,71.51213836669922,13140943.0,2776.35009765625,2842.5,2741.25,2832.949951171875,2832.949951171875,717500.0,5.7,2.1,0.9999940059242364
2019-02-07,162.9499969482422,165.64999389648438,161.8000030517578,163.4499969482422,71.38111114501953,9437018.0,2829.85009765625,2855.050048828125,2806.60009765625,2835.800048828125,2835.800048828125,665600.0,5.7,2.1,-0.9999816369841028
2019-02-08,162.3000030517578,162.39999389648438,149.6999969482422,154.14999389648438,67.31967163085938,21667191.0,2821.64990234375,2826.89990234375,2731.699951171875,2740.5,2740.5,930800.0,5.7,2.1,-0.9966800777474418
2019-02-09,162.3000030517578,162.39999389648438,149.6999969482422,154.14999389648438,67.31967163085938,21667191.0,2821.64990234375,2826.89990234375,2731.699951171875,2740.5,2740.5,930800.0,5.7,2.1,-0.999671820361982
2019-02-10,162.3000030517578,162.39999389648438,149.6999969482422,154.14999389648438,67.31967163085938,21667191.0,2821.64990234375,2826.89990234375,2731.699951171875,2740.5,2740.5,930800.0,5.7,2.1,-0.9988238985824864
2019-02-11,153.6999969482422,155.1999969482422,147.0500030517578,152.14999389648438,66.44623565673828,18188741.0,2739.60009765625,2756.10009765625,2675.5,2725.199951171875,2725.199951171875,1163200.0,5.7,2.1,-0.9988238985824864
2019-02-12,151.89999389648438,157.9499969482422,150.6999969482422,152.85000610351562,66.75194549560547,14116882.0,2724.39990234375,2805.199951171875,2713.0,2767.949951171875,2767.949951171875,1449800.0,5.7,2.1,0.9999597796651756
2019-02-13,151.89999389648438,157.9499969482422,150.6999969482422,152.85000610351562,66.75194549560547,14116882.0,2724.39990234375,2805.199951171875,2713.0,2767.949951171875,2767.949951171875,1449800.0,5.7,2.1,-0.9999613256545672
2019-02-14,150.5,153.0,149.14999389648438,151.75,66.27154541015625,9962977.0,2727.0,2741.60009765625,2678.0,2733.64990234375,2733.64990234375,1248400.0,5.7,2.1,-0.9999613256545672
2019-02-15,151.0500030517578,151.1999969482422,145.8000030517578,147.3000030517578,64.32815551757812,14116428.0,2739.5,2740.64990234375,2653.75,2677.10009765625,2677.10009765625,1040800.0,5.7,2.1,-0.4007643447148439
2019-02-16,151.0500030517578,151.1999969482422,145.8000030517578,147.3000030517578,64.32815551757812,14116428.0,2739.5,2740.64990234375,2653.75,2677.10009765625,2677.10009765625,1040800.0,5.7,2.1,-0.4007643447148439
2019-02-17,151.0500030517578,151.1999969482422,145.8000030517578,147.3000030517578,64.32815551757812,14116428.0,2739.5,2740.64990234375,2653.75,2677.10009765625,2677.10009765625,1040800.0,5.7,2.1,0.9987352182506584
2019-02-18,148.85000610351562,151.14999389648438,146.64999389648438,148.0,64.63386535644531,14282136.0,2681.60009765625,2696.25,2649.25,2652.0,2652.0,887900.0,5.7,2.1,-0.9989316784194672
2019-02-19,148.10000610351562,154.39999389648438,147.85000610351562,153.10000610351562,66.86112213134766,12575548.0,2654.449951171875,2725.25,2654.199951171875,2689.699951171875,2689.699951171875,1026600.0,5.7,2.1,-0.999804639381182
2019-02-20,154.0,160.89999389648438,154.0,160.25,69.98361206054688,17251557.0,2701.14990234375,2772.550048828125,2701.14990234375,2765.0,2765.0,1231100.0,5.7,2.1,-2.7981877305904845e-05
2019-02-21,161.6999969482422,165.60000610351562,160.3000030517578,164.60000610351562,71.88333892822266,14635838.0,2775.5,2805.60009765625,2760.64990234375,2796.14990234375,2796.14990234375,1126800.0,5.7,2.1,-2.7981877305904845e-05
2019-02-22,164.4499969482422,170.0,163.60000610351562,169.64999389648438,74.08873748779297,14190345.0,2796.75,2846.699951171875,2774.60009765625,2842.199951171875,2842.199951171875,1095000.0,5.7,2.1,-0.1402932703495025
2019-02-23,164.4499969482422,170.0,163.60000610351562,169.64999389648438,74.08873748779297,14190345.0,2796.75,2846.699951171875,2774.60009765625,2842.199951171875,2842.199951171875,1095000.0,5.7,2.1,2.424754841356957e-10
2019-02-24,164.4499969482422,170.0,163.60000610351562,169.64999389648438,74.08873748779297,14190345.0,2796.75,2846.699951171875,2774.60009765625,2842.199951171875,2842.199951171875,1095000.0,5.7,2.1,2.424754841356957e-10
2019-02-25,171.0,171.8000030517578,167.39999389648438,171.25,74.7874984741211,10996421.0,2854.10009765625,2871.300048828125,2826.35009765625,2852.10009765625,2852.10009765625,1426600.0,5.7,2.1,-0.9995632783679866
2019-02-26,168.6999969482422,171.25,164.0,169.6999969482422,74.11058044433594,13247683.0,2808.75,2871.050048828125,2777.300048828125,2854.89990234375,2854.89990234375,1165100.0,5.7,2.1,0.0005788208509329
2019-02-27,170.0,171.4499969482422,163.6999969482422,164.64999389648438,71.90515899658203,11006707.0,2874.39990234375,2893.14990234375,2827.39990234375,2846.85009765625,2846.85009765625,1181000.0,5.7,2.1,-1.888087098222968e-06
2019-02-28,166.5,171.4499969482422,164.1999969482422,169.39999389648438,73.97956848144531,39036727.0,2862.35009765625,2892.050048828125,2845.25,2871.60009765625,2871.60009765625,2113500.0,5.7,2.1,-1.888087098222968e-06
2019-03-01,172.4499969482422,174.8000030517578,172.0,173.4499969482422,75.7482681274414,11885411.0,2899.5,2925.64990234375,2895.0,2922.699951171875,2922.699951171875,1482700.0,5.6,2.4,-0.999973169790792
2019-03-02,172.4499969482422,174.8000030517578,172.0,173.4499969482422,75.7482681274414,11885411.0,2899.5,2925.64990234375,2895.0,2922.699951171875,2922.699951171875,1482700.0,5.6,2.4,-0.9853527536615728
2019-03-03,172.4499969482422,174.8000030517578,172.0,173.4499969482422,75.7482681274414,11885411.0,2899.5,2925.64990234375,2895.0,2922.699951171875,2922.699951171875,1482700.0,5.6,2.4,-0.9853527536615728
2019-03-04,172.4499969482422,174.8000030517578,172.0,173.4499969482422,75.7482681274414,11885411.0,2899.5,2925.64990234375,2895.0,2922.699951171875,2922.699951171875,1482700.0,5.6,2.4,-0.8940814696252346
2019-03-05,172.9499969482422,176.39999389648438,172.39999389648438,174.9499969482422,76.4033432006836,7667267.0,2927.64990234375,3005.550048828125,2918.699951171875,3000.199951171875,3000.199951171875,1314100.0,5.6,2.4,-0.8940814696252346
2019-03-06,177.64999389648438,180.0,176.10000610351562,178.5,77.95368957519531,11031028.0,3018.449951171875,3035.699951171875,3004.050048828125,3021.300048828125,3021.300048828125,1155100.0,5.6,2.4,-0.7361121764406562
2019-03-07,178.9499969482422,178.9499969482422,172.60000610351562,176.0500030517578,76.88372802734375,9472601.0,3026.550048828125,3026.550048828125,2977.25,2992.85009765625,2992.85009765625,911100.0,5.6,2.4,-0.9996058190008624
2019-03-08,174.8000030517578,174.8000030517578,171.25,172.35000610351562,75.26788330078125,5797559.0,2967.85009765625,2975.60009765625,2938.050048828125,2947.949951171875,2947.949951171875,999800.0,5.6,2.4,-0.999671820361982
2019-03-09,174.8000030517578,174.8000030517578,171.25,172.35000610351562,75.26788330078125,5797559.0,2967.85009765625,2975.60009765625,2938.050048828125,2947.949951171875,2947.949951171875,999800.0,5.6,2.4,-0.999671820361982
2019-03-10,174.8000030517578,174.8000030517578,171.25,172.35000610351562,75.26788330078125,5797559.0,2967.85009765625,2975.60009765625,2938.050048828125,2947.949951171875,2947.949951171875,999800.0,5.6,2.4,-0.9970804300392048
2019-03-11,174.0,178.75,172.5500030517578,177.10000610351562,77.34227752685547,9043700.0,2967.60009765625,3033.949951171875,2961.89990234375,3028.85009765625,3028.85009765625,1117700.0,5.6,2.4,-0.9970804300392048
2019-03-12,178.89999389648438,180.3500061035156,177.3000030517578,178.4499969482422,77.93184661865234,10456226.0,3052.800048828125,3065.800048828125,3036.64990234375,3043.050048828125,3043.050048828125,1018900.0,5.6,2.4,0.9999112947771208
2019-03-13,178.0,178.3000030517578,171.0,171.60000610351562,75.72539520263672,9768953.0,3041.39990234375,3042.449951171875,2977.39990234375,2985.75,2985.75,1092800.0,5.6,2.4,-0.9984300213982352
2019-03-14,171.6999969482422,174.6999969482422,171.39999389648438,173.60000610351562,76.60796356201172,6517558.0,2993.0,3021.25,2982.300048828125,3002.050048828125,3002.050048828125,785900.0,5.6,2.4,-0.9984300213982352
2019-03-15,173.1999969482422,176.5,170.1999969482422,175.6999969482422,77.5346908569336,18224411.0,2996.89990234375,3015.14990234375,2973.35009765625,3008.25,3008.25,1367800.0,5.6,2.4,-0.7090858668088913
2019-03-16,173.1999969482422,176.5,170.1999969482422,175.6999969482422,77.5346908569336,18224411.0,2996.89990234375,3015.14990234375,2973.35009765625,3008.25,3008.25,1367800.0,5.6,2.4,-0.9592257644981146
2019-03-17,173.1999969482422,176.5,170.1999969482422,175.6999969482422,77.5346908569336,18224411.0,2996.89990234375,3015.14990234375,2973.35009765625,3008.25,3008.25,1367800.0,5.6,2.4,-0.9592257644981146
2019-03-18,175.0,175.0,171.85000610351562,173.25,76.4535140991211,4734028.0,3017.89990234375,3032.39990234375,2988.949951171875,3028.39990234375,3028.39990234375,808300.0,5.6,2.4,0.9976431304821743
2019-03-19,172.10000610351562,175.1999969482422,171.5500030517578,172.6999969482422,76.21080017089844,8901871.0,3033.64990234375,3055.199951171875,3014.64990234375,3027.39990234375,3027.39990234375,868700.0,5.6,2.4,0.9985991629073396
2019-03-20,174.25,175.4499969482422,172.5500030517578,174.5500030517578,77.0271987915039,5703096.0,3037.64990234375,3038.25,2988.0,2996.10009765625,2996.10009765625,1202300.0,5.6,2.4,-0.9998042457882548
2019-03-21,174.25,175.4499969482422,172.5500030517578,174.5500030517578,77.0271987915039,5703096.0,3037.64990234375,3038.25,2988.0,2996.10009765625,2996.10009765625,1202300.0,5.6,2.4,-0.9998042457882548
2019-03-22,174.1999969482422,176.60000610351562,173.0500030517578,173.89999389648438,76.74036407470703,6311803.0,2986.0,3009.800048828125,2976.14990234375,2983.199951171875,2983.199951171875,908100.0,5.6,2.4,-0.9996095540846
2019-03-23,174.1999969482422,176.60000610351562,173.0500030517578,173.89999389648438,76.74036407470703,6311803.0,2986.0,3009.800048828125,2976.14990234375,2983.199951171875,2983.199951171875,908100.0,5.6,2.4,-0.9996095540846
2019-03-24,174.1999969482422,176.60000610351562,173.0500030517578,173.89999389648438,76.74036407470703,6311803.0,2986.0,3009.800048828125,2976.14990234375,2983.199951171875,2983.199951171875,908100.0,5.6,2.4,-0.9999021918883956
2019-03-25,170.6999969482422,171.0,167.75,168.25,74.24708557128906,8243613.0,2956.0,2956.39990234375,2920.60009765625,2949.64990234375,2949.64990234375,748100.0,5.6,2.4,-0.9994757558160928
2019-03-26,170.0,174.35000610351562,169.0,173.60000610351562,76.60796356201172,8106156.0,2957.449951171875,2989.89990234375,2956.60009765625,2980.60009765625,2980.60009765625,675000.0,5.6,2.4,-0.9994757558160928
2019-03-27,175.3000030517578,177.25,173.39999389648438,175.4499969482422,77.42436218261719,8484488.0,2992.85009765625,3006.199951171875,2972.75,2982.10009765625,2982.10009765625,767700.0,5.6,2.4,-0.9787451904267072
2019-03-28,177.0,178.9499969482422,175.64999389648438,178.0500030517578,78.57171630859375,9758852.0,2980.89990234375,2989.60009765625,2967.75,2973.699951171875,2973.699951171875,1242500.0,5.6,2.4,-0.9787451904267072
2019-03-29,177.0,178.9499969482422,175.64999389648438,178.0500030517578,78.57171630859375,9758852.0,2980.89990234375,2989.60009765625,2967.75,2973.699951171875,2973.699951171875,1242500.0,5.6,2.4,-0.9997683996916747
2019-03-30,177.0,178.9499969482422,175.64999389648438,178.0500030517578,78.57171630859375,9758852.0,2980.89990234375,2989.60009765625,2967.75,2973.699951171875,2973.699951171875,1242500.0,5.6,2.4,0.9999525524526688
2019-03-31,177.0,178.9499969482422,175.64999389648438,178.0500030517578,78.57171630859375,9758852.0,2980.89990234375,2989.60009765625,2967.75,2973.699951171875,2973.699951171875,1242500.0,5.6,2.4,0.9999525524526688
2019-04-01,187.3999938964844,193.3999938964844,187.0,188.8999938964844,83.35970306396484,15788197.0,3084.64990234375,3145.949951171875,3082.39990234375,3102.300048828125,3102.300048828125,1381000.0,5.2,2.9,-0.9999705825384808
2019-04-02,190.6000061035156,190.8000030517578,186.3500061035156,187.8999938964844,82.91841888427734,8097137.0,3122.85009765625,3122.85009765625,3072.10009765625,3089.10009765625,3089.10009765625,882400.0,5.2,2.9,-0.9999705825384808
2019-04-03,188.8000030517578,191.0,185.0500030517578,185.8000030517578,81.99171447753906,5974559.0,3106.39990234375,3135.35009765625,3077.699951171875,3085.0,3085.0,1062200.0,5.2,2.9,-0.4427326295517559
2019-04-04,185.25,189.1499938964844,183.3999938964844,187.1999969482422,82.60952758789062,6366506.0,3082.89990234375,3091.35009765625,3052.300048828125,3071.89990234375,3071.89990234375,932700.0,5.2,2.9,-0.9987826738333752
2019-04-05,188.6999969482422,192.3000030517578,186.6999969482422,191.6999969482422,84.59532928466797,7281070.0,3082.10009765625,3140.050048828125,3073.449951171875,3132.35009765625,3132.35009765625,914600.0,5.2,2.9,1.61307234236574e-09
2019-04-06,188.6999969482422,192.3000030517578,186.6999969482422,191.6999969482422,84.59532928466797,7281070.0,3082.10009765625,3140.050048828125,3073.449951171875,3132.35009765625,3132.35009765625,914600.0,5.2,2.9,1.61307234236574e-09
2019-04-07,188.6999969482422,192.3000030517578,186.6999969482422,191.6999969482422,84.59532928466797,7281070.0,3082.10009765625,3140.050048828125,3073.449951171875,3132.35009765625,3132.35009765625,914600.0,5.2,2.9,-0.0504897534847259
2019-04-08,194.1000061035156,195.1000061035156,185.1999969482422,186.6499938964844,82.36680603027344,10956365.0,3153.800048828125,3162.199951171875,3092.75,3101.699951171875,3101.699951171875,854300.0,5.2,2.9,-0.0504897534847259
2019-04-09,186.8999938964844,190.9499969482422,184.1000061035156,190.0,83.84512329101562,8889015.0,3105.25,3139.699951171875,3069.64990234375,3133.64990234375,3133.64990234375,788000.0,5.2,2.9,-0.1874223311460809
2019-04-10,188.8999938964844,191.75,185.5500030517578,188.5,83.1832046508789,10063947.0,3121.25,3156.35009765625,3098.699951171875,3105.199951171875,3105.199951171875,909900.0,5.2,2.9,-0.1874223311460809
2019-04-11,188.4499969482422,188.4499969482422,179.39999389648438,181.1499938964844,79.939697265625,17571817.0,3099.39990234375,3110.300048828125,3058.449951171875,3067.449951171875,3067.449951171875,794300.0,5.2,2.9,-0.9983120703254826
2019-04-12,181.4499969482422,184.5,179.6999969482422,183.8999938964844,81.15325927734375,7716220.0,3072.550048828125,3083.800048828125,3050.699951171875,3071.60009765625,3071.60009765625,600500.0,5.2,2.9,-0.9999670618908568
2019-04-13,181.4499969482422,184.5,179.6999969482422,183.8999938964844,81.15325927734375,7716220.0,3072.550048828125,3083.800048828125,3050.699951171875,3071.60009765625,3071.60009765625,600500.0,5.2,2.9,-0.9999670618908568
2019-04-14,181.4499969482422,184.5,179.6999969482422,183.8999938964844,81.15325927734375,7716220.0,3072.550048828125,3083.800048828125,3050.699951171875,3071.60009765625,3071.60009765625,600500.0,5.2,2.9,-0.999815231160028
2019-04-15,184.8999938964844,187.9499969482422,183.6999969482422,184.6999969482422,81.50630187988281,6503139.0,3090.699951171875,3152.949951171875,3087.800048828125,3141.35009765625,3141.35009765625,940400.0,5.2,2.9,-0.999815231160028
2019-04-16,185.1999969482422,189.75,184.3000030517578,184.9499969482422,81.61662292480469,7726060.0,3154.449951171875,3177.39990234375,3143.699951171875,3149.89990234375,3149.89990234375,1353000.0,5.2,2.9,-6.44722309317558e-07
2019-04-17,185.1999969482422,189.75,184.3000030517578,184.9499969482422,81.61662292480469,7726060.0,3154.449951171875,3177.39990234375,3143.699951171875,3149.89990234375,3149.89990234375,1353000.0,5.2,2.9,-0.9989479805226438
2019-04-18,185.3000030517578,186.8999938964844,178.0,178.60000610351562,78.81443786621094,10531473.0,3155.550048828125,3158.300048828125,3085.39990234375,3109.85009765625,3109.85009765625,958100.0,5.2,2.9,-0.9996394098725432
2019-04-19,185.3000030517578,186.8999938964844,178.0,178.60000610351562,78.81443786621094,10531473.0,3155.550048828125,3158.300048828125,3085.39990234375,3109.85009765625,3109.85009765625,958100.0,5.2,2.9,-0.9996394098725432
2019-04-20,185.3000030517578,186.8999938964844,178.0,178.60000610351562,78.81443786621094,10531473.0,3155.550048828125,3158.300048828125,3085.39990234375,3109.85009765625,3109.85009765625,958100.0,5.2,2.9,-0.0017311213188122
2019-04-21,185.3000030517578,186.8999938964844,178.0,178.60000610351562,78.81443786621094,10531473.0,3155.550048828125,3158.300048828125,3085.39990234375,3109.85009765625,3109.85009765625,958100.0,5.2,2.9,-0.9999714423111072
2019-04-22,178.89999389648438,179.4499969482422,174.6999969482422,175.0,77.22577667236328,5178537.0,3105.64990234375,3113.050048828125,3048.25,3054.10009765625,3054.10009765625,689800.0,5.2,2.9,-0.0001738956528924
2019-04-23,175.1999969482422,176.35000610351562,174.0,174.8000030517578,77.13752746582031,4511939.0,3054.75,3077.85009765625,3038.64990234375,3042.0,3042.0,659400.0,5.2,2.9,-0.0001738956528924
2019-04-24,174.9499969482422,176.0,171.0500030517578,174.8000030517578,77.13752746582031,6493237.0,3050.35009765625,3057.300048828125,3009.300048828125,3047.75,3047.75,865100.0,5.2,2.9,-0.9636266657666964
2019-04-25,174.60000610351562,175.25,170.0,170.4499969482422,75.2179183959961,7201390.0,3044.39990234375,3060.89990234375,2985.0,2991.10009765625,2991.10009765625,895000.0,5.2,2.9,-0.9960098681040108
2019-04-26,171.5,172.6999969482422,168.0,169.6999969482422,74.88693237304688,14527641.0,3016.949951171875,3073.0,3007.25,3046.64990234375,3046.64990234375,1369400.0,5.2,2.9,-0.9999665984196326
2019-04-27,171.5,172.6999969482422,168.0,169.6999969482422,74.88693237304688,14527641.0,3016.949951171875,3073.0,3007.25,3046.64990234375,3046.64990234375,1369400.0,5.2,2.9,-0.9999665984196326
2019-04-28,171.5,172.6999969482422,168.0,169.6999969482422,74.88693237304688,14527641.0,3016.949951171875,3073.0,3007.25,3046.64990234375,3046.64990234375,1369400.0,5.2,2.9,-0.9918928521074122
2019-04-29,171.5,172.6999969482422,168.0,169.6999969482422,74.88693237304688,14527641.0,3016.949951171875,3073.0,3007.25,3046.64990234375,3046.64990234375,1369400.0,5.2,2.9,-0.99966181810305
2019-04-30,170.0,170.35000610351562,163.5,166.85000610351562,73.62926483154297,11940661.0,3048.89990234375,3099.449951171875,2996.39990234375,3089.10009765625,3089.10009765625,1174700.0,5.2,2.9,-3.9569238552417125e-08
2019-05-01,170.0,170.35000610351562,163.5,166.85000610351562,73.62926483154297,11940661.0,3048.89990234375,3099.449951171875,2996.39990234375,3089.10009765625,3089.10009765625,1174700.0,5.1,3.0,-0.9997052629041718
2019-05-02,165.89999389648438,169.1999969482422,164.1999969482422,168.3000030517578,74.26913452148438,9231942.0,3078.449951171875,3108.949951171875,3063.89990234375,3085.5,3085.5,802700.0,5.1,3.0,-0.9966445442987606
2019-05-03,168.6999969482422,169.0,165.8000030517578,167.6999969482422,74.00435638427734,5109761.0,3090.449951171875,3096.800048828125,3068.25,3081.25,3081.25,652300.0,5.1,3.0,0.997803122503683
2019-05-04,168.6999969482422,169.0,165.8000030517578,167.6999969482422,74.00435638427734,5109761.0,3090.449951171875,3096.800048828125,3068.25,3081.25,3081.25,652300.0,5.1,3.0,-0.9717211965471506
2019-05-05,168.6999969482422,169.0,165.8000030517578,167.6999969482422,74.00435638427734,5109761.0,3090.449951171875,3096.800048828125,3068.25,3081.25,3081.25,652300.0,5.1,3.0,-0.9717211965471506
2019-05-06,164.0,168.25,163.0500030517578,166.75,73.58514404296875,6683022.0,3011.75,3034.300048828125,3004.75,3018.75,3018.75,772700.0,5.1,3.0,-0.999509591243168
