,Date,Open,High,Low,Close,Adj Close,Volume
24,2019-02-04,162.8000030517578,165.0,156.5,161.35000610351562,70.46401977539062,24578563
25,2019-02-05,159.3000030517578,164.5,157.25,162.60000610351562,71.00991821289062,14352577
26,2019-02-06,163.35000610351562,165.0,157.75,163.75,71.51213836669922,13140943
27,2019-02-07,162.9499969482422,165.64999389648438,161.8000030517578,163.4499969482422,71.38111114501953,9437018
28,2019-02-08,162.3000030517578,162.39999389648438,149.6999969482422,154.14999389648438,67.31967163085938,21667191
29,2019-02-11,153.6999969482422,155.1999969482422,147.0500030517578,152.14999389648438,66.44623565673828,18188741
30,2019-02-12,151.89999389648438,157.9499969482422,150.6999969482422,152.85000610351562,66.75194549560547,14116882
31,2019-02-14,150.5,153.0,149.14999389648438,151.75,66.27154541015625,9962977
32,2019-02-15,151.0500030517578,151.1999969482422,145.8000030517578,147.3000030517578,64.32815551757812,14116428
33,2019-02-18,148.85000610351562,151.14999389648438,146.64999389648438,148.0,64.63386535644531,14282136
34,2019-02-19,148.10000610351562,154.39999389648438,147.85000610351562,153.10000610351562,66.86112213134766,12575548
35,2019-02-20,154.0,160.89999389648438,154.0,160.25,69.98361206054688,17251557
36,2019-02-21,161.6999969482422,165.60000610351562,160.3000030517578,164.60000610351562,71.88333892822266,14635838
37,2019-02-22,164.4499969482422,170.0,163.60000610351562,169.64999389648438,74.08873748779297,14190345
38,2019-02-25,171.0,171.8000030517578,167.39999389648438,171.25,74.7874984741211,10996421
39,2019-02-26,168.6999969482422,171.25,164.0,169.6999969482422,74.11058044433594,13247683
40,2019-02-27,170.0,171.4499969482422,163.6999969482422,164.64999389648438,71.90515899658203,11006707
41,2019-02-28,166.5,171.4499969482422,164.1999969482422,169.39999389648438,73.97956848144531,39036727
42,2019-03-01,172.4499969482422,174.8000030517578,172.0,173.4499969482422,75.7482681274414,11885411
43,2019-03-05,172.9499969482422,176.39999389648438,172.39999389648438,174.9499969482422,76.4033432006836,7667267
44,2019-03-06,177.64999389648438,180.0,176.10000610351562,178.5,77.95368957519531,11031028
45,2019-03-07,178.9499969482422,178.9499969482422,172.60000610351562,176.0500030517578,76.88372802734375,9472601
46,2019-03-08,174.8000030517578,174.8000030517578,171.25,172.35000610351562,75.26788330078125,5797559
47,2019-03-11,174.0,178.75,172.5500030517578,177.10000610351562,77.34227752685547,9043700
48,2019-03-12,178.89999389648438,180.35000610351562,177.3000030517578,178.4499969482422,77.93184661865234,10456226
49,2019-03-13,178.0,178.3000030517578,171.0,171.60000610351562,75.72539520263672,9768953
50,2019-03-14,171.6999969482422,174.6999969482422,171.39999389648438,173.60000610351562,76.60796356201172,6517558
51,2019-03-15,173.1999969482422,176.5,170.1999969482422,175.6999969482422,77.5346908569336,18224411
52,2019-03-18,175.0,175.0,171.85000610351562,173.25,76.4535140991211,4734028
53,2019-03-19,172.10000610351562,175.1999969482422,171.5500030517578,172.6999969482422,76.21080017089844,8901871
54,2019-03-20,174.25,175.4499969482422,172.5500030517578,174.5500030517578,77.0271987915039,5703096
55,2019-03-22,174.1999969482422,176.60000610351562,173.0500030517578,173.89999389648438,76.74036407470703,6311803
56,2019-03-25,170.6999969482422,171.0,167.75,168.25,74.24708557128906,8243613
57,2019-03-26,170.0,174.35000610351562,169.0,173.60000610351562,76.60796356201172,8106156
58,2019-03-27,175.3000030517578,177.25,173.39999389648438,175.4499969482422,77.42436218261719,8484488
59,2019-03-28,177.0,178.9499969482422,175.64999389648438,178.0500030517578,78.57171630859375,9758852
60,2019-04-01,187.39999389648438,193.39999389648438,187.0,188.89999389648438,83.35970306396484,15788197
61,2019-04-02,190.60000610351562,190.8000030517578,186.35000610351562,187.89999389648438,82.91841888427734,8097137
62,2019-04-03,188.8000030517578,191.0,185.0500030517578,185.8000030517578,81.99171447753906,5974559
63,2019-04-04,185.25,189.14999389648438,183.39999389648438,187.1999969482422,82.60952758789062,6366506
64,2019-04-05,188.6999969482422,192.3000030517578,186.6999969482422,191.6999969482422,84.59532928466797,7281070
65,2019-04-08,194.10000610351562,195.10000610351562,185.1999969482422,186.64999389648438,82.36680603027344,10956365
66,2019-04-09,186.89999389648438,190.9499969482422,184.10000610351562,190.0,83.84512329101562,8889015
67,2019-04-10,188.89999389648438,191.75,185.5500030517578,188.5,83.1832046508789,10063947
68,2019-04-11,188.4499969482422,188.4499969482422,179.39999389648438,181.14999389648438,79.939697265625,17571817
69,2019-04-12,181.4499969482422,184.5,179.6999969482422,183.89999389648438,81.15325927734375,7716220
70,2019-04-15,184.89999389648438,187.9499969482422,183.6999969482422,184.6999969482422,81.50630187988281,6503139
71,2019-04-16,185.1999969482422,189.75,184.3000030517578,184.9499969482422,81.61662292480469,7726060
72,2019-04-18,185.3000030517578,186.89999389648438,178.0,178.60000610351562,78.81443786621094,10531473
73,2019-04-22,178.89999389648438,179.4499969482422,174.6999969482422,175.0,77.22577667236328,5178537
74,2019-04-23,175.1999969482422,176.35000610351562,174.0,174.8000030517578,77.13752746582031,4511939
75,2019-04-24,174.9499969482422,176.0,171.0500030517578,174.8000030517578,77.13752746582031,6493237
76,2019-04-25,174.60000610351562,175.25,170.0,170.4499969482422,75.2179183959961,7201390
77,2019-04-26,171.5,172.6999969482422,168.0,169.6999969482422,74.88693237304688,14527641
78,2019-04-30,170.0,170.35000610351562,163.5,166.85000610351562,73.62926483154297,11940661
79,2019-05-02,165.89999389648438,169.1999969482422,164.1999969482422,168.3000030517578,74.26913452148438,9231942
80,2019-05-03,168.6999969482422,169.0,165.8000030517578,167.6999969482422,74.00435638427734,5109761
81,2019-05-06,164.0,168.25,163.0500030517578,166.75,73.58514404296875,6683022
82,2019-05-07,167.3000030517578,170.25,162.5,163.5,72.15093994140625,12885013
83,2019-05-08,160.5,163.4499969482422,156.0,159.39999389648438,70.34164428710938,26136247
84,2019-05-09,159.0,160.5,156.64999389648438,157.14999389648438,69.34873962402344,6761852
85,2019-05-10,158.39999389648438,159.5500030517578,153.85000610351562,155.9499969482422,68.81919860839844,8803987
86,2019-05-13,156.3000030517578,157.9499969482422,152.8000030517578,154.1999969482422,68.04695129394531,7263166
87,2019-05-14,153.3000030517578,161.85000610351562,153.3000030517578,160.75,70.93738555908203,20739113
88,2019-05-15,161.6999969482422,163.1999969482422,159.1999969482422,160.0500030517578,70.62847900390625,11518834
89,2019-05-16,161.3000030517578,164.10000610351562,158.85000610351562,163.5,72.15093994140625,8828869
90,2019-05-17,163.14999389648438,164.3000030517578,159.35000610351562,160.9499969482422,71.0256576538086,8405798
91,2019-05-20,165.0,168.0,164.0,167.10000610351562,73.73959350585938,7540373
92,2019-05-21,168.39999389648438,168.75,163.8000030517578,165.4499969482422,73.01144409179688,7394826
93,2019-05-22,165.4499969482422,167.89999389648438,164.6999969482422,166.3000030517578,73.38655090332031,6597051
94,2019-05-23,168.4499969482422,168.4499969482422,156.0,157.35000610351562,69.43701171875,14249085
95,2019-05-24,159.0,164.60000610351562,155.5500030517578,163.89999389648438,72.32746124267578,10456712
96,2019-05-27,164.4499969482422,167.8000030517578,163.0,166.5,73.47480773925781,6546389
97,2019-05-28,166.5,171.6999969482422,165.75,169.5500030517578,74.82073211669922,57384687
98,2019-05-29,168.5,168.75,163.64999389648438,165.85000610351562,73.18797302246094,9021985
99,2019-05-30,165.25,166.39999389648438,162.5,164.0,72.37158203125,8001993
100,2019-05-31,164.85000610351562,165.5,158.5,160.5500030517578,70.84913635253906,13343850
101,2019-06-03,160.4499969482422,165.0,159.3000030517578,164.1999969482422,72.45984649658203,6115391
102,2019-06-04,164.3000030517578,167.6999969482422,164.0,165.89999389648438,73.21002960205078,7576919
103,2019-06-06,165.89999389648438,166.35000610351562,160.8000030517578,163.10000610351562,71.97442626953125,9237166
104,2019-06-07,163.1999969482422,167.85000610351562,162.5500030517578,164.1999969482422,72.45984649658203,8481061
105,2019-06-10,167.10000610351562,168.3000030517578,163.3000030517578,165.1999969482422,72.9011459350586,6315883
106,2019-06-11,166.10000610351562,169.89999389648438,165.5,169.35000610351562,74.73249816894531,9750308
107,2019-06-12,168.9499969482422,173.3000030517578,168.35000610351562,170.10000610351562,75.06346130371094,10815886
108,2019-06-13,170.0,170.5500030517578,165.1999969482422,168.4499969482422,74.33533477783203,6506549
109,2019-06-14,168.5,171.39999389648438,167.60000610351562,169.5500030517578,74.82073211669922,6333115
110,2019-06-17,168.9499969482422,168.9499969482422,163.25,164.0500030517578,72.39363861083984,6279475
111,2019-06-18,164.0,169.3000030517578,164.0,168.10000610351562,74.18087768554688,9005602
112,2019-06-19,170.5500030517578,172.89999389648438,166.3000030517578,168.5,74.35739135742188,11119753
113,2019-06-20,168.89999389648438,172.5,166.5,172.0,75.90190887451172,10480809
114,2019-06-21,171.9499969482422,173.85000610351562,170.9499969482422,172.39999389648438,76.07843017578125,10322918
115,2019-06-24,172.5,173.39999389648438,167.0,168.4499969482422,74.33533477783203,8439464
116,2019-06-25,168.14999389648438,171.5,167.0,170.35000610351562,75.17378234863281,11563811
117,2019-06-26,169.10000610351562,179.35000610351562,168.75,177.85000610351562,78.48345947265625,11144849
118,2019-06-27,179.0,180.0,176.25,176.85000610351562,78.04216003417969,12296851
119,2019-06-28,176.75,177.60000610351562,172.35000610351562,174.35000610351562,76.93894958496094,6719688
120,2019-07-01,177.0,177.14999389648438,172.5500030517578,174.0500030517578,76.80654907226562,6528994
121,2019-07-02,173.9499969482422,175.85000610351562,171.25,174.64999389648438,77.07131958007812,6147061
122,2019-07-03,174.4499969482422,174.4499969482422,170.0,172.6999969482422,76.21080017089844,9413540
123,2019-07-04,173.60000610351562,174.1999969482422,170.1999969482422,171.0500030517578,75.48268127441406,5479013
124,2019-07-05,171.39999389648438,171.39999389648438,163.10000610351562,163.64999389648438,72.21713256835938,7559631
125,2019-07-08,163.0,165.1999969482422,160.85000610351562,161.9499969482422,71.46694946289062,5407752
126,2019-07-09,161.89999389648438,163.60000610351562,160.0,161.5,71.26835632324219,5086798
127,2019-07-10,161.39999389648438,162.10000610351562,156.75,160.0,70.6064224243164,5831061
128,2019-07-11,162.5,165.1999969482422,160.8000030517578,163.64999389648438,72.21713256835938,9936532
129,2019-07-12,164.10000610351562,168.64999389648438,162.35000610351562,167.64999389648438,73.98228454589844,10129958
130,2019-07-15,167.75,167.75,162.64999389648438,166.75,73.58514404296875,7436769
131,2019-07-16,166.64999389648438,170.1999969482422,166.0,166.89999389648438,73.65132904052734,7442937
132,2019-07-17,167.60000610351562,169.10000610351562,166.8000030517578,168.64999389648438,74.42359161376953,5060979
133,2019-07-18,167.5500030517578,167.6999969482422,162.10000610351562,163.0500030517578,71.9523696899414,6825281
134,2019-07-19,164.0500030517578,165.85000610351562,160.60000610351562,161.25,71.15805053710938,6974005
135,2019-07-22,161.3000030517578,168.75,161.3000030517578,167.25,73.80577850341797,17654993
136,2019-07-23,167.35000610351562,168.39999389648438,164.75,168.10000610351562,74.18087768554688,8409760
137,2019-07-24,168.0,168.39999389648438,160.8000030517578,165.0500030517578,72.8349609375,9396709
138,2019-07-25,164.85000610351562,172.6999969482422,164.25,171.4499969482422,75.6592025756836,19724263
139,2019-07-26,175.10000610351562,175.89999389648438,162.75,164.10000610351562,72.41572570800781,23645819
140,2019-07-29,165.0,165.5,155.0500030517578,155.64999389648438,68.68681335449219,14681724
141,2019-07-30,155.5,159.0,149.8000030517578,150.60000610351562,66.45829772949219,15109871
142,2019-07-31,150.35000610351562,154.64999389648438,148.10000610351562,154.10000610351562,68.00282287597656,13730987
143,2019-08-01,152.1999969482422,152.39999389648438,144.0,145.4499969482422,64.1856460571289,17870111
144,2019-08-02,141.89999389648438,145.0,139.25,143.0,63.10449981689453,16346941
145,2019-08-05,140.3000030517578,142.8000030517578,134.4499969482422,140.6999969482422,62.08953094482422,12989610
146,2019-08-06,139.3000030517578,143.8000030517578,138.3000030517578,140.8000030517578,62.1336669921875,11754023
147,2019-08-07,140.0,141.1999969482422,136.0500030517578,136.64999389648438,60.30229949951172,8696881
148,2019-08-08,137.0,139.0,134.8000030517578,138.6999969482422,61.206939697265625,7940096
149,2019-08-09,139.0,144.8000030517578,138.39999389648438,141.5,62.44255447387695,13464098
150,2019-08-13,138.0,142.89999389648438,136.4499969482422,139.75,61.67030715942383,12052449
151,2019-08-14,140.60000610351562,148.10000610351562,140.60000610351562,146.5500030517578,64.67108154296875,15672869
152,2019-08-16,144.35000610351562,145.6999969482422,140.9499969482422,144.39999389648438,63.72229766845703,10374454
153,2019-08-19,145.39999389648438,146.14999389648438,142.25,144.3000030517578,63.67816925048828,6189406
154,2019-08-20,143.8000030517578,144.85000610351562,141.60000610351562,142.39999389648438,62.839717864990234,5974495
155,2019-08-21,141.10000610351562,141.6999969482422,138.0500030517578,139.9499969482422,61.75856018066406,8264015
156,2019-08-22,138.60000610351562,138.89999389648438,125.30000305175781,129.0500030517578,56.94849395751953,18923757
157,2019-08-23,129.3000030517578,138.35000610351562,127.55000305175781,137.39999389648438,60.633262634277344,16357720
158,2019-08-26,136.5,137.8000030517578,129.60000610351562,135.0500030517578,59.59623336791992,15862333
159,2019-08-27,136.6999969482422,138.9499969482422,134.85000610351562,138.10000610351562,60.94218063354492,12205592
160,2019-08-28,138.10000610351562,138.4499969482422,131.60000610351562,132.35000610351562,58.40476608276367,8697082
161,2019-08-29,132.6999969482422,137.9499969482422,130.8000030517578,135.75,59.9051513671875,14378990
162,2019-08-30,137.64999389648438,140.60000610351562,135.0,139.14999389648438,61.40552520751953,20341975
163,2019-09-03,139.25,139.3000030517578,133.5500030517578,134.14999389648438,59.19907760620117,8146883
164,2019-09-04,135.0,137.60000610351562,132.5,136.6999969482422,60.32435989379883,9615169
165,2019-09-05,139.10000610351562,142.5,138.3000030517578,139.3000030517578,61.47172164916992,10281615
166,2019-09-06,140.3000030517578,143.0,138.85000610351562,141.8000030517578,62.57494354248047,7956853
167,2019-09-09,141.9499969482422,143.8000030517578,139.1999969482422,141.25,62.332237243652344,7617972
168,2019-09-11,144.89999389648438,147.0,143.39999389648438,146.3000030517578,64.56076049804688,10023394
169,2019-09-12,146.89999389648438,147.89999389648438,144.5,145.4499969482422,64.1856460571289,6713704
170,2019-09-13,146.0,150.14999389648438,143.5500030517578,149.3000030517578,65.88462829589844,7364480
171,2019-09-16,147.9499969482422,151.0,147.14999389648438,148.64999389648438,65.5977783203125,8496144
172,2019-09-17,149.8000030517578,153.1999969482422,144.4499969482422,145.39999389648438,64.1635971069336,16299407
173,2019-09-18,146.0,150.5,145.10000610351562,149.6999969482422,66.0611343383789,12067032
174,2019-09-19,149.0,150.10000610351562,142.0,146.14999389648438,64.49454498291016,8905979
175,2019-09-20,147.60000610351562,161.39999389648438,145.5,158.9499969482422,70.14307403564453,23167808
176,2019-09-23,164.0,165.0500030517578,155.1999969482422,157.89999389648438,69.67971801757812,14441035
177,2019-09-24,158.25,162.14999389648438,156.6999969482422,159.9499969482422,70.5843734741211,12039429
178,2019-09-25,157.0,158.5,152.75,156.1999969482422,68.92952728271484,7214137
179,2019-09-26,157.1999969482422,167.0,156.39999389648438,166.10000610351562,73.29829406738281,31706679
180,2019-09-27,165.5,165.5,156.3000030517578,157.25,69.39287567138672,14867094
181,2019-09-30,155.60000610351562,156.0,151.25,154.14999389648438,68.02487182617188,11868637
182,2019-10-01,154.39999389648438,156.10000610351562,145.3000030517578,151.3000030517578,66.7672119140625,9430842
183,2019-10-03,149.0,149.0,143.3000030517578,144.39999389648438,63.72229766845703,13962779
184,2019-10-04,145.75,147.0500030517578,142.5,143.3000030517578,63.23687744140625,7816113
185,2019-10-07,144.0,145.6999969482422,141.5,142.64999389648438,62.950042724609375,7480593
186,2019-10-09,142.0,146.5,141.14999389648438,145.6999969482422,64.29597473144531,6695090
187,2019-10-10,143.89999389648438,145.5,140.5,141.14999389648438,62.28811264038086,8466309
188,2019-10-11,142.5500030517578,148.1999969482422,141.14999389648438,147.0500030517578,64.89170837402344,20089933
189,2019-10-14,148.75,152.8000030517578,147.0,147.8000030517578,65.22268676757812,12919085
190,2019-10-15,147.14999389648438,155.89999389648438,144.5,153.5,67.73804473876953,17789048
191,2019-10-16,153.75,153.8000030517578,149.14999389648438,149.89999389648438,66.1493911743164,12056082
192,2019-10-17,148.0500030517578,149.6999969482422,144.75,148.3000030517578,65.4433364868164,18475493
193,2019-10-18,148.39999389648438,152.1999969482422,147.8000030517578,150.25,66.30386352539062,10985219
194,2019-10-22,150.60000610351562,151.9499969482422,147.1999969482422,149.14999389648438,65.81842041015625,8487404
195,2019-10-23,149.0,150.0,145.5,146.25,64.53868865966797,9045790
196,2019-10-24,147.0,148.60000610351562,145.0,145.6999969482422,64.29597473144531,11714667
197,2019-10-25,145.9499969482422,146.89999389648438,141.60000610351562,142.1999969482422,62.751461029052734,11787504
198,2019-10-27,144.10000610351562,145.14999389648438,143.35000610351562,144.64999389648438,63.83262634277344,1765530
199,2019-10-29,145.5500030517578,152.5,145.5500030517578,149.5,65.97288513183594,18348776
200,2019-10-30,151.4499969482422,151.60000610351562,149.35000610351562,150.10000610351562,66.23765563964844,14348160
201,2019-10-31,151.0,151.1999969482422,147.0500030517578,148.35000610351562,65.46540069580078,14829460
202,2019-11-01,148.4499969482422,155.0,146.6999969482422,153.0500030517578,67.53944396972656,21310225
203,2019-11-04,156.5500030517578,161.1999969482422,156.0,157.60000610351562,69.54733276367188,26458173
204,2019-11-05,159.60000610351562,160.89999389648438,156.1999969482422,157.5,69.50320434570312,13732684
205,2019-11-06,157.0,161.14999389648438,156.6999969482422,157.9499969482422,69.70178985595703,12911295
206,2019-11-07,158.9499969482422,163.0,155.35000610351562,160.9499969482422,71.0256576538086,15683045
207,2019-11-08,160.1999969482422,161.8000030517578,155.0,155.5,68.6206283569336,14502611
208,2019-11-11,155.35000610351562,156.25,152.1999969482422,152.6999969482422,67.385009765625,10071390
209,2019-11-13,152.39999389648438,154.4499969482422,147.64999389648438,148.39999389648438,65.48746490478516,12134093
210,2019-11-14,150.0,150.5,142.75,144.0,63.54579162597656,26065437
211,2019-11-15,145.8000030517578,146.14999389648438,141.6999969482422,142.10000610351562,62.70732879638672,17581870
212,2019-11-18,143.0,144.89999389648438,142.39999389648438,143.39999389648438,63.2810173034668,12285871
213,2019-11-19,143.75,143.89999389648438,140.39999389648438,141.6999969482422,62.53081512451172,11847416
214,2019-11-20,141.35000610351562,143.8000030517578,140.39999389648438,141.4499969482422,62.420494079589844,14546763
215,2019-11-21,142.0,142.35000610351562,138.8000030517578,139.0500030517578,61.36138916015625,11986660
216,2019-11-22,139.5,142.85000610351562,138.6999969482422,142.25,62.77351379394531,10173301
217,2019-11-25,142.25,146.85000610351562,142.10000610351562,146.14999389648438,64.49454498291016,13356348
218,2019-11-26,147.0,147.5,143.60000610351562,145.10000610351562,64.03120422363281,14715876
219,2019-11-27,145.0,148.8000030517578,144.64999389648438,146.9499969482422,64.84757995605469,8923473
220,2019-11-28,146.6999969482422,148.1999969482422,145.10000610351562,147.39999389648438,65.04617309570312,8002957
221,2019-11-29,146.10000610351562,148.39999389648438,144.0,144.60000610351562,63.810569763183594,8531814
222,2019-12-02,144.60000610351562,146.39999389648438,143.9499969482422,144.6999969482422,63.854679107666016,9791687
223,2019-12-03,144.5,144.5,139.1999969482422,139.6999969482422,61.648223876953125,11274419
224,2019-12-04,138.1999969482422,144.75,136.6999969482422,144.1999969482422,63.63404083251953,16157084
225,2019-12-05,145.0,145.10000610351562,141.39999389648438,142.5,62.883853912353516,8652671
226,2019-12-06,143.3000030517578,144.35000610351562,140.60000610351562,141.9499969482422,62.64113998413086,6580597
227,2019-12-09,142.6999969482422,145.5,142.10000610351562,142.60000610351562,62.927982330322266,8174769
228,2019-12-10,143.1999969482422,143.3000030517578,140.39999389648438,140.85000610351562,62.15572738647461,5793363
229,2019-12-11,141.64999389648438,142.14999389648438,136.5500030517578,138.5,61.11869812011719,9011644
230,2019-12-12,140.0,144.8000030517578,139.0,144.0,63.54579162597656,12648825
231,2019-12-13,147.60000610351562,150.6999969482422,147.60000610351562,149.39999389648438,65.92874908447266,20297117
232,2019-12-16,149.5,150.85000610351562,146.1999969482422,147.14999389648438,64.93584442138672,9220405
233,2019-12-17,148.0500030517578,154.25,148.0,152.35000610351562,67.23056030273438,25796975
234,2019-12-18,152.3000030517578,154.0,150.3000030517578,152.8000030517578,67.42913818359375,13726266
235,2019-12-19,152.5,153.89999389648438,148.3000030517578,149.35000610351562,65.90669250488281,17713003
236,2019-12-20,149.8000030517578,150.5,143.1999969482422,144.25,63.65610885620117,47171871
237,2019-12-23,145.0,148.0,145.0,147.75,65.20062255859375,15357549
238,2019-12-24,148.35000610351562,149.39999389648438,147.1999969482422,148.0500030517578,65.33302307128906,10766485
239,2019-12-26,148.3000030517578,152.5,147.5500030517578,150.6999969482422,66.50243377685547,19969941
240,2019-12-27,151.4499969482422,152.89999389648438,150.0500030517578,151.75,66.96578216552734,12636170
241,2019-12-30,152.0500030517578,154.89999389648438,150.14999389648438,154.5,68.17932891845703,12606419
242,2019-12-31,154.0,155.5,152.0,152.4499969482422,67.2746810913086,13026542
243,2020-01-01,152.8000030517578,155.14999389648438,151.4499969482422,154.60000610351562,68.22346496582031,14266524
244,2020-01-02,155.3000030517578,159.85000610351562,155.3000030517578,159.4499969482422,70.36371612548828,17137897
245,2020-01-03,158.39999389648438,160.89999389648438,156.6999969482422,157.75,69.61353302001953,12108687
246,2020-01-06,156.89999389648438,157.6999969482422,150.0500030517578,150.5500030517578,66.43622589111328,11218355
247,2020-01-07,152.8000030517578,156.8000030517578,152.5500030517578,156.0,68.84126281738281,24417974
248,2020-01-08,153.25,158.1999969482422,152.4499969482422,157.35000610351562,69.43701171875,18095375
249,2020-01-09,159.39999389648438,160.1999969482422,157.39999389648438,158.14999389648438,69.79004669189453,11725302
250,2020-01-10,159.5,163.3000030517578,157.60000610351562,159.9499969482422,70.5843734741211,20995863
251,2020-01-13,160.5,161.4499969482422,158.25,160.4499969482422,70.80500030517578,9331492
252,2020-01-14,161.39999389648438,166.10000610351562,161.0,165.0,72.81287384033203,19728091
253,2020-01-15,165.0,165.4499969482422,161.8000030517578,164.64999389648438,72.6584243774414,11633598
254,2020-01-16,162.89999389648438,163.6999969482422,160.39999389648438,162.25,71.59931945800781,11990967
255,2020-01-17,162.6999969482422,162.6999969482422,159.0,159.5,70.38578796386719,9518702
256,2020-01-20,159.35000610351562,159.89999389648438,156.1999969482422,156.89999389648438,69.23841857910156,7944434
257,2020-01-21,157.0,158.39999389648438,153.5500030517578,153.89999389648438,67.91455841064453,10481008
258,2020-01-22,155.85000610351562,158.25,152.8000030517578,153.1999969482422,67.60563659667969,15503961
259,2020-01-23,153.60000610351562,155.39999389648438,152.35000610351562,154.14999389648438,68.02487182617188,12087029
260,2020-01-24,155.0,157.10000610351562,153.75,155.89999389648438,68.79713439941406,8012015
261,2020-01-27,153.39999389648438,153.39999389648438,148.10000610351562,148.85000610351562,65.68604278564453,13357039
262,2020-01-28,147.75,147.75,141.5500030517578,142.1999969482422,62.751461029052734,22438597
263,2020-01-29,144.4499969482422,145.39999389648438,141.89999389648438,142.1999969482422,62.751461029052734,12603444
264,2020-01-30,142.14999389648438,143.39999389648438,139.8000030517578,140.9499969482422,62.19985580444336,15625276
265,2020-01-31,140.85000610351562,141.6999969482422,137.5,137.89999389648438,60.85391616821289,13980768
266,2020-02-03,134.35000610351562,136.8000030517578,132.85000610351562,134.14999389648438,59.19907760620117,13658383
267,2020-02-04,135.89999389648438,138.89999389648438,134.8000030517578,138.5500030517578,61.1407585144043,11370911
268,2020-02-05,139.3000030517578,143.89999389648438,137.60000610351562,143.10000610351562,63.14862060546875,17304767
269,2020-02-06,144.85000610351562,146.8000030517578,142.6999969482422,143.85000610351562,63.479591369628906,15736536
270,2020-02-07,143.85000610351562,145.3000030517578,141.75,144.60000610351562,63.810569763183594,9671106
271,2020-02-10,143.6999969482422,143.6999969482422,139.5500030517578,140.3000030517578,61.91299819946289,10029897
272,2020-02-11,141.64999389648438,143.60000610351562,140.1999969482422,140.75,62.11159133911133,9087616
273,2020-02-12,142.0,143.89999389648438,141.14999389648438,141.5500030517578,62.464630126953125,9280214
274,2020-02-13,142.35000610351562,143.35000610351562,140.3000030517578,142.5,62.883853912353516,6820884
275,2020-02-14,142.6999969482422,143.89999389648438,140.75,141.10000610351562,62.26604080200195,6336170
276,2020-02-17,141.3000030517578,143.8000030517578,140.8000030517578,142.10000610351562,62.70732879638672,8475514
277,2020-02-18,141.75,141.75,137.5,140.5500030517578,62.0233268737793,13205238
278,2020-02-19,142.0,144.1999969482422,141.60000610351562,142.64999389648438,62.950042724609375,8824394
279,2020-02-20,141.8000030517578,144.75,140.8000030517578,142.35000610351562,62.817657470703125,11236035
280,2020-02-24,139.85000610351562,139.9499969482422,132.3000030517578,133.1999969482422,58.779850006103516,22666897
281,2020-02-25,134.39999389648438,135.89999389648438,132.0500030517578,132.6999969482422,58.559207916259766,14590593
282,2020-02-26,131.0,133.6999969482422,129.35000610351562,130.25,57.47804260253906,14605029
283,2020-02-27,130.0,131.39999389648438,126.4000015258789,130.5500030517578,57.610435485839844,15600307
284,2020-02-28,126.0,126.0,112.0999984741211,114.0,50.307071685791016,57363091
285,2020-03-02,117.55000305175781,119.4000015258789,109.0,110.94999694824219,48.961143493652344,32732879
286,2020-03-03,114.25,121.0,113.6500015258789,119.55000305175781,52.75624465942383,36975433
287,2020-03-04,119.0,120.0,115.0999984741211,119.3499984741211,52.6679801940918,38623129
